Away Team ID,Away Team Abbr,Away Team City,Away Team Name,Home Team ID,Home Team Abbr,Home Team City,Home Team Name,Location
86,CLE,Cleveland,Cavaliers,92,MIA,Miami,Heat,American Airlines Arena
102,LAC,Los Angeles,Clippers,89,CHI,Chicago,Bulls,United Center
93,CHA,Charlotte,Hornets,99,DEN,Denver,Nuggets,Pepsi Center
107,MEM,Memphis,Grizzlies,109,HOU,Houston,Rockets,Toyota Center
100,MIN,Minnesota,Timberwolves,106,SAS,San Antonio,Spurs,AT&T Center
84,BRO,Brooklyn,Nets,97,POR,Portland,Trail Blazers,Moda Center
87,IND,Indiana,Pacers,91,ATL,Atlanta,Hawks,Philips Arena
101,GSW,Golden State,Warriors,83,NYK,New York,Knicks,Madison Square Garden
82,BOS,Boston,Celtics,104,PHX,Phoenix,Suns,Talking Stick Resort Arena
95,ORL,Orlando,Magic,94,WAS,Washington,Wizards,Verizon Center
98,UTA,Utah,Jazz,103,SAC,Sacramento,Kings,Sleep Train Arena
96,OKL,Oklahoma City,Thunder,108,DAL,Dallas,Mavericks,American Airlines Center
110,NOP,New Orleans,Pelicans,105,LAL,Los Angeles,Lakers,Staples Center
90,MIL,Milwaukee,Bucks,85,PHI,Philadelphia,76ers,Wells Fargo Center
83,NYK,New York,Knicks,95,ORL,Orlando,Magic,Amway Center
92,MIA,Miami,Heat,86,CLE,Cleveland,Cavaliers,Quicken Loans Arena
101,GSW,Golden State,Warriors,91,ATL,Atlanta,Hawks,Philips Arena
89,CHI,Chicago,Bulls,88,DET,Detroit,Pistons,Palace of Auburn Hills
84,BRO,Brooklyn,Nets,107,MEM,Memphis,Grizzlies,FedEx Forum
87,IND,Indiana,Pacers,93,CHA,Charlotte,Hornets,Time Warner Cable Arena
109,HOU,Houston,Rockets,106,SAS,San Antonio,Spurs,AT&T Center
103,SAC,Sacramento,Kings,99,DEN,Denver,Nuggets,Pepsi Center
110,NOP,New Orleans,Pelicans,98,UTA,Utah,Jazz,Vivint Smart Home Arena
82,BOS,Boston,Celtics,102,LAC,Los Angeles,Clippers,Staples Center
97,POR,Portland,Trail Blazers,96,OKL,Oklahoma City,Thunder,Chesapeake Energy Arena
105,LAL,Los Angeles,Lakers,108,DAL,Dallas,Mavericks,American Airlines Center
94,WAS,Washington,Wizards,104,PHX,Phoenix,Suns,Talking Stick Resort Arena
89,CHI,Chicago,Bulls,95,ORL,Orlando,Magic,Amway Center
84,BRO,Brooklyn,Nets,91,ATL,Atlanta,Hawks,Philips Arena
93,CHA,Charlotte,Hornets,92,MIA,Miami,Heat,American Airlines Arena
83,NYK,New York,Knicks,90,MIL,Milwaukee,Bucks,BMO Harris Bradley Center
81,TOR,Toronto,Raptors,110,NOP,New Orleans,Pelicans,Smoothie King Center
98,UTA,Utah,Jazz,109,HOU,Houston,Rockets,Toyota Center
102,LAC,Los Angeles,Clippers,100,MIN,Minnesota,Timberwolves,Target Center
88,DET,Detroit,Pistons,87,IND,Indiana,Pacers,Bankers Life Fieldhouse
103,SAC,Sacramento,Kings,106,SAS,San Antonio,Spurs,AT&T Center
94,WAS,Washington,Wizards,99,DEN,Denver,Nuggets,Pepsi Center
82,BOS,Boston,Celtics,101,GSW,Golden State,Warriors,Oracle Arena
86,CLE,Cleveland,Cavaliers,88,DET,Detroit,Pistons,Palace of Auburn Hills
102,LAC,Los Angeles,Clippers,107,MEM,Memphis,Grizzlies,FedEx Forum
106,SAS,San Antonio,Spurs,96,OKL,Oklahoma City,Thunder,Chesapeake Energy Arena
85,PHI,Philadelphia,76ers,97,POR,Portland,Trail Blazers,Moda Center
105,LAL,Los Angeles,Lakers,104,PHX,Phoenix,Suns,Talking Stick Resort Arena
95,ORL,Orlando,Magic,93,CHA,Charlotte,Hornets,Time Warner Cable Arena
109,HOU,Houston,Rockets,89,CHI,Chicago,Bulls,United Center
87,IND,Indiana,Pacers,90,MIL,Milwaukee,Bucks,BMO Harris Bradley Center
101,GSW,Golden State,Warriors,100,MIN,Minnesota,Timberwolves,Target Center
81,TOR,Toronto,Raptors,91,ATL,Atlanta,Hawks,Philips Arena
82,BOS,Boston,Celtics,99,DEN,Denver,Nuggets,Pepsi Center
84,BRO,Brooklyn,Nets,108,DAL,Dallas,Mavericks,American Airlines Center
94,WAS,Washington,Wizards,103,SAC,Sacramento,Kings,Sleep Train Arena
98,UTA,Utah,Jazz,96,OKL,Oklahoma City,Thunder,Chesapeake Energy Arena
85,PHI,Philadelphia,76ers,102,LAC,Los Angeles,Clippers,Staples Center
83,NYK,New York,Knicks,88,DET,Detroit,Pistons,Palace of Auburn Hills
110,NOP,New Orleans,Pelicans,93,CHA,Charlotte,Hornets,Time Warner Cable Arena
86,CLE,Cleveland,Cavaliers,95,ORL,Orlando,Magic,Amway Center
100,MIN,Minnesota,Timberwolves,90,MIL,Milwaukee,Bucks,BMO Harris Bradley Center
81,TOR,Toronto,Raptors,92,MIA,Miami,Heat,American Airlines Arena
101,GSW,Golden State,Warriors,106,SAS,San Antonio,Spurs,AT&T Center
91,ATL,Atlanta,Hawks,107,MEM,Memphis,Grizzlies,FedEx Forum
104,PHX,Phoenix,Suns,108,DAL,Dallas,Mavericks,American Airlines Center
94,WAS,Washington,Wizards,97,POR,Portland,Trail Blazers,Moda Center
99,DEN,Denver,Nuggets,103,SAC,Sacramento,Kings,Sleep Train Arena
89,CHI,Chicago,Bulls,82,BOS,Boston,Celtics,TD Garden
83,NYK,New York,Knicks,84,BRO,Brooklyn,Nets,Barclays Center
92,MIA,Miami,Heat,87,IND,Indiana,Pacers,Bankers Life Fieldhouse
97,POR,Portland,Trail Blazers,104,PHX,Phoenix,Suns,Talking Stick Resort Arena
86,CLE,Cleveland,Cavaliers,109,HOU,Houston,Rockets,Toyota Center
85,PHI,Philadelphia,76ers,105,LAL,Los Angeles,Lakers,Staples Center
89,CHI,Chicago,Bulls,93,CHA,Charlotte,Hornets,Time Warner Cable Arena
108,DAL,Dallas,Mavericks,81,TOR,Toronto,Raptors,Air Canada Centre
90,MIL,Milwaukee,Bucks,107,MEM,Memphis,Grizzlies,FedEx Forum
91,ATL,Atlanta,Hawks,106,SAS,San Antonio,Spurs,AT&T Center
94,WAS,Washington,Wizards,100,MIN,Minnesota,Timberwolves,Target Center
102,LAC,Los Angeles,Clippers,98,UTA,Utah,Jazz,Vivint Smart Home Arena
95,ORL,Orlando,Magic,103,SAC,Sacramento,Kings,Sleep Train Arena
105,LAL,Los Angeles,Lakers,99,DEN,Denver,Nuggets,Pepsi Center
88,DET,Detroit,Pistons,86,CLE,Cleveland,Cavaliers,Quicken Loans Arena
96,OKL,Oklahoma City,Thunder,84,BRO,Brooklyn,Nets,Barclays Center
87,IND,Indiana,Pacers,83,NYK,New York,Knicks,Madison Square Garden
97,POR,Portland,Trail Blazers,110,NOP,New Orleans,Pelicans,Smoothie King Center
85,PHI,Philadelphia,76ers,101,GSW,Golden State,Warriors,Oracle Arena
108,DAL,Dallas,Mavericks,94,WAS,Washington,Wizards,Verizon Center
93,CHA,Charlotte,Hornets,87,IND,Indiana,Pacers,Bankers Life Fieldhouse
100,MIN,Minnesota,Timberwolves,82,BOS,Boston,Celtics,TD Garden
110,NOP,New Orleans,Pelicans,92,MIA,Miami,Heat,American Airlines Arena
98,UTA,Utah,Jazz,88,DET,Detroit,Pistons,Palace of Auburn Hills
107,MEM,Memphis,Grizzlies,89,CHI,Chicago,Bulls,United Center
105,LAL,Los Angeles,Lakers,109,HOU,Houston,Rockets,Toyota Center
97,POR,Portland,Trail Blazers,106,SAS,San Antonio,Spurs,AT&T Center
103,SAC,Sacramento,Kings,104,PHX,Phoenix,Suns,Talking Stick Resort Arena
90,MIL,Milwaukee,Bucks,102,LAC,Los Angeles,Clippers,Staples Center
98,UTA,Utah,Jazz,86,CLE,Cleveland,Cavaliers,Quicken Loans Arena
96,OKL,Oklahoma City,Thunder,81,TOR,Toronto,Raptors,Air Canada Centre
84,BRO,Brooklyn,Nets,83,NYK,New York,Knicks,Madison Square Garden
107,MEM,Memphis,Grizzlies,91,ATL,Atlanta,Hawks,Philips Arena
102,LAC,Los Angeles,Clippers,99,DEN,Denver,Nuggets,Pepsi Center
95,ORL,Orlando,Magic,101,GSW,Golden State,Warriors,Oracle Arena
108,DAL,Dallas,Mavericks,85,PHI,Philadelphia,76ers,Wells Fargo Center
89,CHI,Chicago,Bulls,94,WAS,Washington,Wizards,Verizon Center
82,BOS,Boston,Celtics,84,BRO,Brooklyn,Nets,Barclays Center
81,TOR,Toronto,Raptors,88,DET,Detroit,Pistons,Palace of Auburn Hills
109,HOU,Houston,Rockets,110,NOP,New Orleans,Pelicans,Smoothie King Center
100,MIN,Minnesota,Timberwolves,92,MIA,Miami,Heat,American Airlines Arena
95,ORL,Orlando,Magic,104,PHX,Phoenix,Suns,Talking Stick Resort Arena
90,MIL,Milwaukee,Bucks,105,LAL,Los Angeles,Lakers,Staples Center
103,SAC,Sacramento,Kings,96,OKL,Oklahoma City,Thunder,Chesapeake Energy Arena
97,POR,Portland,Trail Blazers,91,ATL,Atlanta,Hawks,Philips Arena
94,WAS,Washington,Wizards,93,CHA,Charlotte,Hornets,Time Warner Cable Arena
86,CLE,Cleveland,Cavaliers,102,LAC,Los Angeles,Clippers,Staples Center
98,UTA,Utah,Jazz,89,CHI,Chicago,Bulls,United Center
106,SAS,San Antonio,Spurs,107,MEM,Memphis,Grizzlies,FedEx Forum
109,HOU,Houston,Rockets,99,DEN,Denver,Nuggets,Pepsi Center
90,MIL,Milwaukee,Bucks,101,GSW,Golden State,Warriors,Oracle Arena
108,DAL,Dallas,Mavericks,84,BRO,Brooklyn,Nets,Barclays Center
82,BOS,Boston,Celtics,85,PHI,Philadelphia,76ers,Wells Fargo Center
104,PHX,Phoenix,Suns,88,DET,Detroit,Pistons,Palace of Auburn Hills
100,MIN,Minnesota,Timberwolves,110,NOP,New Orleans,Pelicans,Smoothie King Center
87,IND,Indiana,Pacers,81,TOR,Toronto,Raptors,Air Canada Centre
97,POR,Portland,Trail Blazers,92,MIA,Miami,Heat,American Airlines Arena
103,SAC,Sacramento,Kings,106,SAS,San Antonio,Spurs,AT&T Center
86,CLE,Cleveland,Cavaliers,105,LAL,Los Angeles,Lakers,Staples Center
91,ATL,Atlanta,Hawks,93,CHA,Charlotte,Hornets,Time Warner Cable Arena
85,PHI,Philadelphia,76ers,95,ORL,Orlando,Magic,Amway Center
98,UTA,Utah,Jazz,87,IND,Indiana,Pacers,Bankers Life Fieldhouse
94,WAS,Washington,Wizards,82,BOS,Boston,Celtics,TD Garden
99,DEN,Denver,Nuggets,109,HOU,Houston,Rockets,Toyota Center
101,GSW,Golden State,Warriors,96,OKL,Oklahoma City,Thunder,Chesapeake Energy Arena
83,NYK,New York,Knicks,102,LAC,Los Angeles,Clippers,Staples Center
89,CHI,Chicago,Bulls,81,TOR,Toronto,Raptors,Air Canada Centre
88,DET,Detroit,Pistons,84,BRO,Brooklyn,Nets,Barclays Center
104,PHX,Phoenix,Suns,92,MIA,Miami,Heat,American Airlines Arena
107,MEM,Memphis,Grizzlies,110,NOP,New Orleans,Pelicans,Smoothie King Center
101,GSW,Golden State,Warriors,108,DAL,Dallas,Mavericks,American Airlines Center
106,SAS,San Antonio,Spurs,100,MIN,Minnesota,Timberwolves,Target Center
90,MIL,Milwaukee,Bucks,97,POR,Portland,Trail Blazers,Moda Center
102,LAC,Los Angeles,Clippers,105,LAL,Los Angeles,Lakers,Staples Center
93,CHA,Charlotte,Hornets,95,ORL,Orlando,Magic,Amway Center
87,IND,Indiana,Pacers,82,BOS,Boston,Celtics,TD Garden
88,DET,Detroit,Pistons,89,CHI,Chicago,Bulls,United Center
85,PHI,Philadelphia,76ers,96,OKL,Oklahoma City,Thunder,Chesapeake Energy Arena
91,ATL,Atlanta,Hawks,94,WAS,Washington,Wizards,Verizon Center
86,CLE,Cleveland,Cavaliers,99,DEN,Denver,Nuggets,Pepsi Center
90,MIL,Milwaukee,Bucks,103,SAC,Sacramento,Kings,Sleep Train Arena
83,NYK,New York,Knicks,98,UTA,Utah,Jazz,Vivint Smart Home Arena
104,PHX,Phoenix,Suns,84,BRO,Brooklyn,Nets,Barclays Center
81,TOR,Toronto,Raptors,92,MIA,Miami,Heat,American Airlines Arena
102,LAC,Los Angeles,Clippers,108,DAL,Dallas,Mavericks,American Airlines Center
107,MEM,Memphis,Grizzlies,106,SAS,San Antonio,Spurs,AT&T Center
83,NYK,New York,Knicks,97,POR,Portland,Trail Blazers,Moda Center
84,BRO,Brooklyn,Nets,94,WAS,Washington,Wizards,Verizon Center
86,CLE,Cleveland,Cavaliers,93,CHA,Charlotte,Hornets,Time Warner Cable Arena
88,DET,Detroit,Pistons,95,ORL,Orlando,Magic,Amway Center
99,DEN,Denver,Nuggets,87,IND,Indiana,Pacers,Bankers Life Fieldhouse
104,PHX,Phoenix,Suns,82,BOS,Boston,Celtics,TD Garden
85,PHI,Philadelphia,76ers,89,CHI,Chicago,Bulls,United Center
91,ATL,Atlanta,Hawks,90,MIL,Milwaukee,Bucks,BMO Harris Bradley Center
110,NOP,New Orleans,Pelicans,109,HOU,Houston,Rockets,Toyota Center
100,MIN,Minnesota,Timberwolves,105,LAL,Los Angeles,Lakers,Staples Center
103,SAC,Sacramento,Kings,101,GSW,Golden State,Warriors,Oracle Arena
98,UTA,Utah,Jazz,102,LAC,Los Angeles,Clippers,Staples Center
94,WAS,Washington,Wizards,86,CLE,Cleveland,Cavaliers,Quicken Loans Arena
81,TOR,Toronto,Raptors,108,DAL,Dallas,Mavericks,American Airlines Center
83,NYK,New York,Knicks,106,SAS,San Antonio,Spurs,AT&T Center
100,MIN,Minnesota,Timberwolves,97,POR,Portland,Trail Blazers,Moda Center
104,PHX,Phoenix,Suns,93,CHA,Charlotte,Hornets,Time Warner Cable Arena
84,BRO,Brooklyn,Nets,91,ATL,Atlanta,Hawks,Philips Arena
103,SAC,Sacramento,Kings,102,LAC,Los Angeles,Clippers,Staples Center
89,CHI,Chicago,Bulls,90,MIL,Milwaukee,Bucks,BMO Harris Bradley Center
96,OKL,Oklahoma City,Thunder,109,HOU,Houston,Rockets,Toyota Center
85,PHI,Philadelphia,76ers,87,IND,Indiana,Pacers,Bankers Life Fieldhouse
92,MIA,Miami,Heat,82,BOS,Boston,Celtics,TD Garden
107,MEM,Memphis,Grizzlies,101,GSW,Golden State,Warriors,Oracle Arena
110,NOP,New Orleans,Pelicans,99,DEN,Denver,Nuggets,Pepsi Center
97,POR,Portland,Trail Blazers,105,LAL,Los Angeles,Lakers,Staples Center
95,ORL,Orlando,Magic,81,TOR,Toronto,Raptors,Air Canada Centre
88,DET,Detroit,Pistons,83,NYK,New York,Knicks,Madison Square Garden
86,CLE,Cleveland,Cavaliers,106,SAS,San Antonio,Spurs,AT&T Center
96,OKL,Oklahoma City,Thunder,108,DAL,Dallas,Mavericks,American Airlines Center
107,MEM,Memphis,Grizzlies,103,SAC,Sacramento,Kings,Sleep Train Arena
110,NOP,New Orleans,Pelicans,98,UTA,Utah,Jazz,Vivint Smart Home Arena
90,MIL,Milwaukee,Bucks,93,CHA,Charlotte,Hornets,Time Warner Cable Arena
100,MIN,Minnesota,Timberwolves,87,IND,Indiana,Pacers,Bankers Life Fieldhouse
85,PHI,Philadelphia,76ers,84,BRO,Brooklyn,Nets,Barclays Center
104,PHX,Phoenix,Suns,91,ATL,Atlanta,Hawks,Philips Arena
92,MIA,Miami,Heat,88,DET,Detroit,Pistons,Palace of Auburn Hills
101,GSW,Golden State,Warriors,109,HOU,Houston,Rockets,Toyota Center
99,DEN,Denver,Nuggets,97,POR,Portland,Trail Blazers,Moda Center
94,WAS,Washington,Wizards,105,LAL,Los Angeles,Lakers,Staples Center
91,ATL,Atlanta,Hawks,85,PHI,Philadelphia,76ers,Wells Fargo Center
96,OKL,Oklahoma City,Thunder,95,ORL,Orlando,Magic,Amway Center
90,MIL,Milwaukee,Bucks,82,BOS,Boston,Celtics,TD Garden
93,CHA,Charlotte,Hornets,81,TOR,Toronto,Raptors,Air Canada Centre
92,MIA,Miami,Heat,83,NYK,New York,Knicks,Madison Square Garden
87,IND,Indiana,Pacers,107,MEM,Memphis,Grizzlies,FedEx Forum
108,DAL,Dallas,Mavericks,110,NOP,New Orleans,Pelicans,Smoothie King Center
101,GSW,Golden State,Warriors,106,SAS,San Antonio,Spurs,AT&T Center
94,WAS,Washington,Wizards,102,LAC,Los Angeles,Clippers,Staples Center
98,UTA,Utah,Jazz,103,SAC,Sacramento,Kings,Sleep Train Arena
84,BRO,Brooklyn,Nets,88,DET,Detroit,Pistons,Palace of Auburn Hills
86,CLE,Cleveland,Cavaliers,89,CHI,Chicago,Bulls,United Center
105,LAL,Los Angeles,Lakers,100,MIN,Minnesota,Timberwolves,Target Center
102,LAC,Los Angeles,Clippers,104,PHX,Phoenix,Suns,Talking Stick Resort Arena
109,HOU,Houston,Rockets,97,POR,Portland,Trail Blazers,Moda Center
87,IND,Indiana,Pacers,81,TOR,Toronto,Raptors,Air Canada Centre
99,DEN,Denver,Nuggets,93,CHA,Charlotte,Hornets,Time Warner Cable Arena
85,PHI,Philadelphia,76ers,86,CLE,Cleveland,Cavaliers,Quicken Loans Arena
95,ORL,Orlando,Magic,82,BOS,Boston,Celtics,TD Garden
88,DET,Detroit,Pistons,90,MIL,Milwaukee,Bucks,BMO Harris Bradley Center
108,DAL,Dallas,Mavericks,107,MEM,Memphis,Grizzlies,FedEx Forum
103,SAC,Sacramento,Kings,110,NOP,New Orleans,Pelicans,Smoothie King Center
83,NYK,New York,Knicks,92,MIA,Miami,Heat,American Airlines Arena
106,SAS,San Antonio,Spurs,96,OKL,Oklahoma City,Thunder,Chesapeake Energy Arena
94,WAS,Washington,Wizards,98,UTA,Utah,Jazz,Vivint Smart Home Arena
109,HOU,Houston,Rockets,101,GSW,Golden State,Warriors,Oracle Arena
105,LAL,Los Angeles,Lakers,102,LAC,Los Angeles,Clippers,Staples Center
91,ATL,Atlanta,Hawks,89,CHI,Chicago,Bulls,United Center
95,ORL,Orlando,Magic,84,BRO,Brooklyn,Nets,Barclays Center
103,SAC,Sacramento,Kings,100,MIN,Minnesota,Timberwolves,Target Center
104,PHX,Phoenix,Suns,97,POR,Portland,Trail Blazers,Moda Center
82,BOS,Boston,Celtics,83,NYK,New York,Knicks,Madison Square Garden
93,CHA,Charlotte,Hornets,96,OKL,Oklahoma City,Thunder,Chesapeake Energy Arena
107,MEM,Memphis,Grizzlies,105,LAL,Los Angeles,Lakers,Staples Center
108,DAL,Dallas,Mavericks,90,MIL,Milwaukee,Bucks,BMO Harris Bradley Center
98,UTA,Utah,Jazz,106,SAS,San Antonio,Spurs,AT&T Center
89,CHI,Chicago,Bulls,110,NOP,New Orleans,Pelicans,Smoothie King Center
85,PHI,Philadelphia,76ers,81,TOR,Toronto,Raptors,Air Canada Centre
91,ATL,Atlanta,Hawks,84,BRO,Brooklyn,Nets,Barclays Center
99,DEN,Denver,Nuggets,92,MIA,Miami,Heat,American Airlines Arena
87,IND,Indiana,Pacers,86,CLE,Cleveland,Cavaliers,Quicken Loans Arena
94,WAS,Washington,Wizards,101,GSW,Golden State,Warriors,Oracle Arena
109,HOU,Houston,Rockets,104,PHX,Phoenix,Suns,Talking Stick Resort Arena
97,POR,Portland,Trail Blazers,100,MIN,Minnesota,Timberwolves,Target Center
84,BRO,Brooklyn,Nets,85,PHI,Philadelphia,76ers,Wells Fargo Center
93,CHA,Charlotte,Hornets,94,WAS,Washington,Wizards,Verizon Center
95,ORL,Orlando,Magic,86,CLE,Cleveland,Cavaliers,Quicken Loans Arena
81,TOR,Toronto,Raptors,87,IND,Indiana,Pacers,Bankers Life Fieldhouse
99,DEN,Denver,Nuggets,110,NOP,New Orleans,Pelicans,Smoothie King Center
90,MIL,Milwaukee,Bucks,96,OKL,Oklahoma City,Thunder,Chesapeake Energy Arena
89,CHI,Chicago,Bulls,83,NYK,New York,Knicks,Madison Square Garden
107,MEM,Memphis,Grizzlies,106,SAS,San Antonio,Spurs,AT&T Center
97,POR,Portland,Trail Blazers,98,UTA,Utah,Jazz,Vivint Smart Home Arena
100,MIN,Minnesota,Timberwolves,101,GSW,Golden State,Warriors,Oracle Arena
108,DAL,Dallas,Mavericks,103,SAC,Sacramento,Kings,Sleep Train Arena
92,MIA,Miami,Heat,93,CHA,Charlotte,Hornets,Time Warner Cable Arena
81,TOR,Toronto,Raptors,88,DET,Detroit,Pistons,Palace of Auburn Hills
96,OKL,Oklahoma City,Thunder,107,MEM,Memphis,Grizzlies,FedEx Forum
99,DEN,Denver,Nuggets,109,HOU,Houston,Rockets,Toyota Center
86,CLE,Cleveland,Cavaliers,82,BOS,Boston,Celtics,TD Garden
105,LAL,Los Angeles,Lakers,106,SAS,San Antonio,Spurs,AT&T Center
101,GSW,Golden State,Warriors,104,PHX,Phoenix,Suns,Talking Stick Resort Arena
108,DAL,Dallas,Mavericks,102,LAC,Los Angeles,Clippers,Staples Center
89,CHI,Chicago,Bulls,85,PHI,Philadelphia,76ers,Wells Fargo Center
84,BRO,Brooklyn,Nets,95,ORL,Orlando,Magic,Amway Center
90,MIL,Milwaukee,Bucks,87,IND,Indiana,Pacers,Bankers Life Fieldhouse
94,WAS,Washington,Wizards,83,NYK,New York,Knicks,Madison Square Garden
82,BOS,Boston,Celtics,91,ATL,Atlanta,Hawks,Philips Arena
100,MIN,Minnesota,Timberwolves,97,POR,Portland,Trail Blazers,Moda Center
91,ATL,Atlanta,Hawks,86,CLE,Cleveland,Cavaliers,Quicken Loans Arena
92,MIA,Miami,Heat,81,TOR,Toronto,Raptors,Air Canada Centre
83,NYK,New York,Knicks,107,MEM,Memphis,Grizzlies,FedEx Forum
88,DET,Detroit,Pistons,109,HOU,Houston,Rockets,Toyota Center
106,SAS,San Antonio,Spurs,108,DAL,Dallas,Mavericks,American Airlines Center
110,NOP,New Orleans,Pelicans,99,DEN,Denver,Nuggets,Pepsi Center
100,MIN,Minnesota,Timberwolves,98,UTA,Utah,Jazz,Vivint Smart Home Arena
96,OKL,Oklahoma City,Thunder,104,PHX,Phoenix,Suns,Talking Stick Resort Arena
103,SAC,Sacramento,Kings,105,LAL,Los Angeles,Lakers,Staples Center
89,CHI,Chicago,Bulls,84,BRO,Brooklyn,Nets,Barclays Center
82,BOS,Boston,Celtics,93,CHA,Charlotte,Hornets,Time Warner Cable Arena
87,IND,Indiana,Pacers,95,ORL,Orlando,Magic,Amway Center
90,MIL,Milwaukee,Bucks,85,PHI,Philadelphia,76ers,Wells Fargo Center
92,MIA,Miami,Heat,94,WAS,Washington,Wizards,Verizon Center
102,LAC,Los Angeles,Clippers,106,SAS,San Antonio,Spurs,AT&T Center
98,UTA,Utah,Jazz,97,POR,Portland,Trail Blazers,Moda Center
110,NOP,New Orleans,Pelicans,101,GSW,Golden State,Warriors,Oracle Arena
81,TOR,Toronto,Raptors,83,NYK,New York,Knicks,Madison Square Garden
86,CLE,Cleveland,Cavaliers,91,ATL,Atlanta,Hawks,Philips Arena
96,OKL,Oklahoma City,Thunder,99,DEN,Denver,Nuggets,Pepsi Center
108,DAL,Dallas,Mavericks,104,PHX,Phoenix,Suns,Talking Stick Resort Arena
109,HOU,Houston,Rockets,103,SAC,Sacramento,Kings,Sleep Train Arena
88,DET,Detroit,Pistons,107,MEM,Memphis,Grizzlies,FedEx Forum
100,MIN,Minnesota,Timberwolves,105,LAL,Los Angeles,Lakers,Staples Center
87,IND,Indiana,Pacers,85,PHI,Philadelphia,76ers,Wells Fargo Center
84,BRO,Brooklyn,Nets,82,BOS,Boston,Celtics,TD Garden
86,CLE,Cleveland,Cavaliers,92,MIA,Miami,Heat,American Airlines Arena
95,ORL,Orlando,Magic,89,CHI,Chicago,Bulls,United Center
93,CHA,Charlotte,Hornets,90,MIL,Milwaukee,Bucks,BMO Harris Bradley Center
94,WAS,Washington,Wizards,88,DET,Detroit,Pistons,Palace of Auburn Hills
106,SAS,San Antonio,Spurs,97,POR,Portland,Trail Blazers,Moda Center
109,HOU,Houston,Rockets,102,LAC,Los Angeles,Clippers,Staples Center
98,UTA,Utah,Jazz,101,GSW,Golden State,Warriors,Oracle Arena
93,CHA,Charlotte,Hornets,91,ATL,Atlanta,Hawks,Philips Arena
96,OKL,Oklahoma City,Thunder,100,MIN,Minnesota,Timberwolves,Target Center
99,DEN,Denver,Nuggets,108,DAL,Dallas,Mavericks,American Airlines Center
110,NOP,New Orleans,Pelicans,105,LAL,Los Angeles,Lakers,Staples Center
104,PHX,Phoenix,Suns,103,SAC,Sacramento,Kings,Sleep Train Arena
88,DET,Detroit,Pistons,95,ORL,Orlando,Magic,Amway Center
81,TOR,Toronto,Raptors,86,CLE,Cleveland,Cavaliers,Quicken Loans Arena
90,MIL,Milwaukee,Bucks,82,BOS,Boston,Celtics,TD Garden
85,PHI,Philadelphia,76ers,83,NYK,New York,Knicks,Madison Square Garden
94,WAS,Washington,Wizards,92,MIA,Miami,Heat,American Airlines Arena
84,BRO,Brooklyn,Nets,89,CHI,Chicago,Bulls,United Center
108,DAL,Dallas,Mavericks,107,MEM,Memphis,Grizzlies,FedEx Forum
100,MIN,Minnesota,Timberwolves,109,HOU,Houston,Rockets,Toyota Center
99,DEN,Denver,Nuggets,96,OKL,Oklahoma City,Thunder,Chesapeake Energy Arena
91,ATL,Atlanta,Hawks,87,IND,Indiana,Pacers,Bankers Life Fieldhouse
106,SAS,San Antonio,Spurs,98,UTA,Utah,Jazz,Vivint Smart Home Arena
103,SAC,Sacramento,Kings,102,LAC,Los Angeles,Clippers,Staples Center
105,LAL,Los Angeles,Lakers,101,GSW,Golden State,Warriors,Oracle Arena
110,NOP,New Orleans,Pelicans,97,POR,Portland,Trail Blazers,Moda Center
